source_id,title,author,drive_file_id,drive_folder_id,drive_folder_path,status,note,last_verified
B03-RU-EXILE-RTF,Ender in Exile RU main set,Orson Scott Card,1kIOVXNzaJyPwB6iPK7Eaz3rK2WJqw8oZ,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,RTF,2026-08-16
B03-RU-EXILE-TXT,Ender in Exile RU main set,Orson Scott Card,1RR3YGac3A8m0ABCW_FW1QWjJoOxUHCvy,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,TXT,2026-08-16
B03-RU-EXILE-FB2,Ender in Exile RU main set,Orson Scott Card,1D_R7jnG-_oVCACg8m3Z9Y1dBpx_rQwOH,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,FB2,2026-08-16
B03-RU-EXILE-EPUB,Ender in Exile RU main set,Orson Scott Card,1zlQew0R2_wmPMAX3AtUs5SJARZU3SL2R,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,EPUB,2026-08-16
B03-RU-EXILE-MOBI,Ender in Exile RU main set,Orson Scott Card,1VbEsCUcH63pM_ftwTLgO8hveiYG9qQ3i,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,MOBI,2026-08-16
B03-RU-MIND-RTF,Children of the Mind RU main set,Orson Scott Card,1xxkX1m8qsYLPEKPkHAwP1X_dW_xElBJj,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,RTF,2026-08-16
B03-RU-MIND-TXT,Children of the Mind RU main set,Orson Scott Card,1m0fRfA6Dm_D4daQkTsdJLr8Svz1LqfXv,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,TXT,2026-08-16
B03-RU-MIND-MOBI,Children of the Mind RU main set,Orson Scott Card,1TPwZZGMPQ-kRiti4-4RFCdPE7fE2Bx69,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,MOBI,2026-08-16
B03-RU-MIND-EPUB,Children of the Mind RU main set,Orson Scott Card,1CZXaMUkFfQBSQrjrZqlMfqTdDk02ZIWg,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,EPUB,2026-08-16
B03-RU-MIND-FB2,Children of the Mind RU main set,Orson Scott Card,1ATMeB1fxjOkltm04gedqpX-VakPgBEPJ,1xfo6H93NYc3gxqBiwmfk_BvOeF3zbQaU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/02_ENDER_UNIVERSE/90_MULTI_FORMAT_SETS_UNVERIFIED,FORMAT_RECONCILIATION_PENDING,FB2,2026-08-16
