n_players,turns,winner_character,winner_strategy,leader_won,score_spread,top_score,portals_opened_total
2,13,Летописец,engine_builder,1,2.0,5,6
2,12,Кладоискатель,risk_taker,0,1.5,4,6
2,20,Кладоискатель,risk_taker,1,0.0,5,6
2,37,Друид,greedy,1,0.0,2,6
2,17,Наблюдатель,engine_builder,1,0.5,4,6
2,21,Наблюдатель,risk_taker,1,0.0,8,6
2,21,Проводник,greedy,0,0.0,4,6
2,17,Проводник,engine_builder,1,5.5,13,6
2,92,Кладоискатель,engine_builder,1,0.5,6,6
2,42,Хранитель Пути,random,1,5.0,10,6
2,34,Наблюдатель,greedy,1,3.0,8,6
2,26,Наблюдатель,greedy,1,0.5,5,6
2,13,Летописец,engine_builder,1,1.0,4,6
2,20,Кладоискатель,risk_taker,0,0.5,5,6
2,35,Кладоискатель,random,0,2.5,7,6
2,19,Друид,engine_builder,1,2.0,7,6
2,21,Хранитель Пути,engine_builder,1,2.0,8,6
2,25,Наблюдатель,greedy,1,3.0,7,6
2,21,Летописец,engine_builder,0,0.0,4,6
2,24,Кладоискатель,risk_taker,1,2.0,4,6
2,30,Друид,random,0,0.0,7,6
2,48,Хранитель Пути,risk_taker,1,0.0,10,6
2,19,Хранитель Пути,engine_builder,1,3.0,7,6
2,23,Летописец,engine_builder,0,0.5,4,6
2,22,Летописец,risk_taker,0,2.0,8,6
2,24,Проводник,random,1,2.0,8,6
2,77,Кладоискатель,random,1,5.0,10,6
2,76,Хранитель Пути,random,0,5.0,10,6
2,28,Наблюдатель,random,0,2.5,7,6
2,37,Наблюдатель,random,1,0.5,6,6
2,16,Проводник,engine_builder,1,1.0,4,6
2,15,Проводник,engine_builder,1,3.0,8,6
2,27,Кладоискатель,engine_builder,1,5.5,11,6
2,23,Хранитель Пути,engine_builder,1,1.5,6,6
2,38,Хранитель Пути,risk_taker,1,2.5,8,6
2,29,Наблюдатель,greedy,1,3.0,8,6
2,13,Летописец,engine_builder,0,0.5,3,6
2,13,Проводник,risk_taker,1,1.5,3,6
2,18,Кладоискатель,engine_builder,1,1.0,4,6
2,21,Друид,random,1,0.0,3,6
2,22,Наблюдатель,greedy,0,0.5,4,6
2,25,Наблюдатель,random,1,1.5,8,6
2,21,Проводник,greedy,1,1.5,7,6
2,16,Проводник,random,0,1.5,4,6
2,39,Кладоискатель,random,0,1.0,5,6
2,26,Хранитель Пути,greedy,1,2.5,5,6
2,26,Хранитель Пути,random,1,1.0,8,6
2,18,Наблюдатель,engine_builder,1,0.5,7,6
2,14,Проводник,engine_builder,0,0.5,2,6
2,16,Проводник,engine_builder,1,1.5,9,6
2,19,Друид,engine_builder,1,0.5,6,6
2,34,Хранитель Пути,risk_taker,1,0.5,6,6
2,19,Хранитель Пути,engine_builder,1,1.5,3,6
2,20,Летописец,risk_taker,1,0.5,2,6
2,19,Проводник,random,0,2.5,6,6
2,20,Кладоискатель,engine_builder,0,1.0,7,6
2,15,Друид,engine_builder,1,0.5,2,6
2,22,Друид,engine_builder,1,0.0,5,6
2,15,Наблюдатель,engine_builder,1,1.0,3,6
2,20,Летописец,random,0,1.0,4,6
2,34,Летописец,risk_taker,1,0.0,5,6
2,20,Проводник,risk_taker,1,1.0,6,6
2,20,Друид,risk_taker,0,1.5,6,6
2,19,Хранитель Пути,engine_builder,1,1.5,6,6
2,19,Хранитель Пути,greedy,1,2.0,4,6
2,41,Наблюдатель,random,0,0.0,6,6
2,20,Летописец,random,1,1.5,6,6
2,16,Кладоискатель,random,0,1.0,3,6
2,21,Кладоискатель,risk_taker,1,1.0,3,6
2,35,Друид,engine_builder,1,0.0,9,6
2,26,Хранитель Пути,greedy,1,0.5,4,6
2,27,Наблюдатель,random,1,1.5,6,6
2,35,Летописец,risk_taker,0,6.5,14,6
2,21,Проводник,engine_builder,1,6.0,12,6
2,19,Кладоискатель,engine_builder,1,1.5,4,6
2,24,Друид,engine_builder,1,2.0,12,6
2,28,Наблюдатель,greedy,0,1.0,6,6
2,21,Наблюдатель,engine_builder,1,0.0,3,6
2,15,Летописец,random,0,0.5,2,6
2,13,Проводник,engine_builder,0,0.5,3,6
2,26,Друид,random,0,0.5,5,6
2,22,Хранитель Пути,engine_builder,0,0.0,8,6
2,31,Хранитель Пути,random,1,2.0,7,6
2,19,Наблюдатель,random,0,0.5,5,6
2,16,Проводник,random,0,2.5,8,6
2,15,Проводник,engine_builder,1,6.5,14,6
2,23,Кладоискатель,greedy,1,1.5,9,6
2,18,Друид,greedy,0,0.5,5,6
2,21,Наблюдатель,risk_taker,0,1.5,3,6
2,28,Наблюдатель,random,0,1.5,8,6
2,18,Проводник,risk_taker,0,1.0,4,6
2,15,Проводник,greedy,1,0.5,3,6
2,16,Кладоискатель,risk_taker,1,0.0,1,6
2,20,Друид,random,1,1.0,3,6
2,22,Хранитель Пути,engine_builder,1,0.0,2,6
2,23,Наблюдатель,risk_taker,1,0.5,3,6
2,12,Проводник,engine_builder,1,3.0,7,6
2,19,Проводник,risk_taker,1,2.0,6,6
2,13,Кладоискатель,risk_taker,0,1.5,4,6
2,20,Хранитель Пути,random,0,1.5,5,6
2,18,Наблюдатель,engine_builder,0,1.5,4,6
3,19,Друид,risk_taker,1,1.25,3,7
3,25,Кладоискатель,risk_taker,1,0.0,5,7
3,32,Хранитель Пути,greedy,1,2.62,6,7
3,23,Хранитель Пути,engine_builder,1,1.7,6,7
3,23,Проводник,risk_taker,0,2.45,6,7
3,19,Проводник,greedy,0,0.47,3,7
3,19,Проводник,risk_taker,1,2.05,5,7
3,27,Друид,engine_builder,0,2.62,6,7
3,36,Хранитель Пути,random,0,2.62,7,7
3,22,Наблюдатель,engine_builder,0,0.82,3,7
3,23,Проводник,greedy,0,0.47,2,7
3,30,Кладоискатель,greedy,1,1.89,6,7
3,38,Кладоискатель,engine_builder,0,3.68,9,7
3,61,Хранитель Пути,engine_builder,0,3.3,8,7
3,26,Друид,risk_taker,1,1.7,5,7
3,34,Наблюдатель,risk_taker,0,0.82,5,7
3,19,Наблюдатель,engine_builder,1,1.25,4,7
3,19,Кладоискатель,random,0,0.94,3,7
3,22,Проводник,greedy,0,1.63,4,7
3,35,Друид,risk_taker,0,1.25,6,7
3,32,Хранитель Пути,engine_builder,0,2.49,8,7
3,29,Летописец,engine_builder,0,0.94,2,7
3,32,Летописец,risk_taker,0,3.3,9,7
3,15,Проводник,greedy,0,0.47,1,7
3,29,Кладоискатель,engine_builder,1,3.09,7,7
3,28,Хранитель Пути,engine_builder,0,2.87,8,7
3,29,Хранитель Пути,greedy,0,3.3,8,7
3,29,Наблюдатель,engine_builder,0,2.05,6,7
3,22,Наблюдатель,engine_builder,1,1.25,5,7
3,28,Кладоискатель,engine_builder,0,2.45,6,7
3,26,Проводник,engine_builder,1,5.72,13,7
3,26,Кладоискатель,risk_taker,0,0.94,3,7
3,31,Друид,random,1,0.82,6,7
3,23,Наблюдатель,risk_taker,0,2.36,6,7
3,27,Проводник,engine_builder,1,3.3,8,7
3,26,Летописец,risk_taker,1,2.49,6,7
3,22,Проводник,engine_builder,1,3.3,8,7
3,26,Кладоискатель,engine_builder,1,0.94,4,7
3,25,Друид,engine_builder,1,2.05,6,7
3,26,Хранитель Пути,random,1,1.7,5,7
3,28,Наблюдатель,risk_taker,1,2.45,6,7
3,29,Проводник,random,1,1.41,5,7
3,20,Кладоискатель,engine_builder,0,1.7,5,7
3,37,Кладоискатель,engine_builder,1,2.36,5,7
3,27,Наблюдатель,engine_builder,0,1.7,4,7
3,37,Летописец,greedy,0,0.82,5,7
3,23,Проводник,engine_builder,1,2.45,6,7
3,32,Проводник,risk_taker,1,5.44,16,7
3,20,Проводник,engine_builder,1,1.63,4,7
3,28,Друид,greedy,0,1.7,6,7
3,24,Друид,engine_builder,0,0.47,3,7
3,39,Наблюдатель,risk_taker,0,1.25,6,7
3,23,Наблюдатель,engine_builder,1,0.82,3,7
3,33,Проводник,greedy,1,2.87,9,7
3,25,Проводник,random,1,2.05,5,7
3,26,Друид,random,0,0.47,4,7
3,23,Хранитель Пути,engine_builder,0,2.49,6,7
3,35,Наблюдатель,risk_taker,1,0.94,5,7
3,25,Проводник,risk_taker,0,2.62,8,7
3,17,Проводник,engine_builder,1,1.7,5,7
3,25,Проводник,greedy,1,2.16,9,7
3,30,Кладоискатель,greedy,0,0.47,6,7
3,29,Хранитель Пути,greedy,0,0.82,7,7
3,27,Наблюдатель,engine_builder,0,1.63,4,7
3,28,Летописец,engine_builder,1,3.09,7,7
3,20,Проводник,engine_builder,1,3.09,11,7
3,31,Проводник,risk_taker,1,2.49,6,7
3,23,Хранитель Пути,risk_taker,1,2.36,6,7
3,29,Хранитель Пути,greedy,0,1.7,4,7
3,25,Хранитель Пути,greedy,0,1.25,4,7
3,22,Проводник,engine_builder,1,0.82,3,7
3,23,Проводник,engine_builder,1,3.3,7,7
3,31,Проводник,random,1,1.89,6,7
3,24,Хранитель Пути,risk_taker,0,3.56,9,7
3,31,Наблюдатель,risk_taker,1,2.62,10,7
3,36,Летописец,engine_builder,0,2.05,5,7
3,23,Проводник,engine_builder,0,0.94,2,7
3,25,Проводник,greedy,1,0.82,4,7
3,23,Проводник,greedy,1,3.3,8,7
3,28,Кладоискатель,engine_builder,1,1.63,7,7
3,32,Наблюдатель,risk_taker,0,2.16,7,7
3,25,Наблюдатель,risk_taker,1,0.82,4,7
3,29,Летописец,risk_taker,1,3.4,9,7
3,27,Кладоискатель,greedy,0,0.47,2,7
3,38,Кладоискатель,engine_builder,0,3.4,8,7
3,23,Хранитель Пути,risk_taker,0,1.63,5,7
3,27,Хранитель Пути,random,0,1.25,5,7
3,28,Хранитель Пути,risk_taker,1,0.94,3,7
3,21,Проводник,engine_builder,0,2.94,8,7
3,32,Проводник,risk_taker,0,3.3,8,7
3,34,Проводник,risk_taker,1,6.02,14,7
3,22,Кладоискатель,random,0,2.16,6,7
3,23,Хранитель Пути,engine_builder,0,1.25,3,7
3,26,Хранитель Пути,engine_builder,1,1.63,4,7
3,27,Проводник,greedy,0,2.49,6,7
3,32,Проводник,greedy,1,4.11,11,7
3,19,Кладоискатель,engine_builder,0,1.7,4,7
3,43,Кладоискатель,greedy,1,2.49,8,7
3,28,Хранитель Пути,random,0,1.25,6,7
3,30,Летописец,greedy,0,0.94,5,7
3,27,Проводник,risk_taker,0,2.16,6,7
3,32,Кладоискатель,greedy,0,1.25,5,7
3,43,Проводник,random,0,4.64,11,7
3,36,Кладоискатель,random,1,2.05,5,7
3,29,Хранитель Пути,risk_taker,0,1.7,4,7
3,30,Летописец,engine_builder,1,2.94,8,7
3,30,Наблюдатель,engine_builder,1,3.77,8,7
3,27,Проводник,greedy,0,3.4,8,7
3,18,Друид,engine_builder,0,2.05,6,7
3,18,Кладоискатель,risk_taker,1,1.7,5,7
3,30,Наблюдатель,engine_builder,1,2.05,6,7
3,35,Летописец,risk_taker,0,2.36,8,7
3,18,Проводник,risk_taker,0,1.25,6,7
3,24,Летописец,engine_builder,1,0.94,3,7
3,26,Проводник,random,0,2.87,9,7
3,28,Кладоискатель,engine_builder,0,2.49,7,7
3,28,Друид,engine_builder,1,0.94,3,7
3,24,Летописец,engine_builder,0,1.25,3,7
3,24,Проводник,random,1,4.11,10,7
3,23,Летописец,engine_builder,1,1.7,4,7
3,22,Кладоискатель,greedy,0,1.25,5,7
3,22,Хранитель Пути,engine_builder,0,1.7,5,7
3,32,Друид,risk_taker,1,0.94,5,7
3,21,Наблюдатель,random,0,0.82,2,7
3,24,Летописец,engine_builder,1,2.45,6,7
3,41,Летописец,risk_taker,1,2.16,7,7
3,25,Проводник,greedy,1,5.25,12,7
3,29,Друид,random,0,2.83,7,7
3,32,Хранитель Пути,engine_builder,1,2.94,7,7
3,29,Летописец,greedy,0,1.25,5,7
3,24,Проводник,random,1,4.03,10,7
3,33,Кладоискатель,engine_builder,0,2.05,7,7
3,23,Проводник,random,1,1.7,5,7
3,22,Друид,risk_taker,0,1.41,5,7
3,30,Хранитель Пути,greedy,0,1.63,6,7
3,33,Наблюдатель,engine_builder,1,1.41,5,7
3,30,Проводник,greedy,0,3.68,9,7
3,22,Проводник,engine_builder,1,2.62,6,7
3,22,Проводник,engine_builder,1,5.1,12,7
3,22,Кладоискатель,greedy,1,2.36,6,7
3,31,Хранитель Пути,engine_builder,0,2.87,9,7
3,31,Хранитель Пути,engine_builder,1,1.7,6,7
3,19,Наблюдатель,risk_taker,0,0.94,3,7
3,26,Проводник,greedy,0,1.63,7,7
3,23,Проводник,risk_taker,1,3.86,9,7
3,36,Хранитель Пути,greedy,0,2.05,5,7
3,27,Наблюдатель,engine_builder,0,0.94,3,7
3,28,Хранитель Пути,engine_builder,1,1.41,6,7
3,21,Проводник,engine_builder,1,2.83,7,7
3,29,Проводник,random,0,2.62,7,7
3,22,Проводник,engine_builder,1,2.49,7,7
3,34,Кладоискатель,engine_builder,0,2.16,7,7
3,27,Друид,engine_builder,1,0.47,3,7
3,38,Хранитель Пути,random,1,0.94,5,7
3,30,Проводник,risk_taker,1,1.7,5,7
3,24,Проводник,random,1,2.16,5,7
3,23,Кладоискатель,risk_taker,1,5.44,14,7
3,26,Друид,risk_taker,0,2.62,7,7
3,27,Друид,engine_builder,1,2.49,7,7
3,35,Хранитель Пути,greedy,1,1.63,4,7
3,26,Наблюдатель,greedy,0,0.82,5,7
3,26,Проводник,engine_builder,0,6.38,14,7
3,28,Проводник,greedy,1,3.27,8,7
3,27,Хранитель Пути,risk_taker,0,1.25,4,7
3,27,Друид,engine_builder,0,0.94,8,7
3,33,Летописец,engine_builder,0,2.36,5,7
3,24,Проводник,risk_taker,0,3.09,9,7
3,26,Проводник,greedy,1,4.32,11,7
3,24,Проводник,random,1,2.94,8,7
3,22,Кладоискатель,risk_taker,1,1.7,6,7
3,35,Хранитель Пути,risk_taker,0,2.36,8,7
3,29,Наблюдатель,greedy,0,1.7,5,7
3,28,Проводник,random,0,3.09,8,7
3,22,Проводник,risk_taker,0,0.82,7,7
3,22,Проводник,random,1,0.82,5,7
3,23,Друид,engine_builder,0,2.16,6,7
3,28,Хранитель Пути,risk_taker,1,2.05,6,7
3,25,Хранитель Пути,engine_builder,1,1.63,5,7
3,27,Проводник,greedy,0,2.05,5,7
3,24,Проводник,risk_taker,1,2.62,7,7
3,20,Кладоискатель,risk_taker,1,3.56,8,7
3,42,Хранитель Пути,risk_taker,0,2.49,6,7
3,39,Наблюдатель,greedy,0,2.36,7,7
3,32,Летописец,random,0,2.87,8,7
3,18,Проводник,engine_builder,1,2.16,5,7
3,24,Проводник,risk_taker,1,1.41,4,7
3,18,Друид,engine_builder,0,2.05,5,7
3,19,Хранитель Пути,engine_builder,0,0.94,5,7
3,27,Наблюдатель,engine_builder,0,1.25,4,7
3,33,Хранитель Пути,random,0,0.47,5,7
3,23,Проводник,engine_builder,1,4.5,11,7
3,21,Кладоискатель,risk_taker,1,1.7,5,7
3,28,Проводник,risk_taker,0,3.3,9,7
3,31,Кладоискатель,greedy,0,2.36,6,7
3,34,Друид,risk_taker,1,1.41,6,7
3,23,Хранитель Пути,risk_taker,1,0.82,4,7
3,26,Наблюдатель,engine_builder,1,0.94,5,7
3,27,Проводник,greedy,0,1.63,7,7
3,29,Проводник,random,1,4.11,10,7
3,31,Кладоискатель,engine_builder,1,2.62,6,7
3,40,Друид,risk_taker,1,2.94,10,7
3,24,Наблюдатель,risk_taker,1,1.89,5,7
3,23,Проводник,risk_taker,1,3.09,9,7
3,24,Летописец,engine_builder,1,0.47,4,7
3,23,Друид,risk_taker,1,1.63,8,7
3,359,Кладоискатель,random,0,5.44,13,7
3,28,Друид,risk_taker,0,0.94,2,7
3,25,Хранитель Пути,random,1,0.47,3,7
3,27,Летописец,engine_builder,0,3.09,9,7
3,22,Кладоискатель,risk_taker,0,2.05,8,7
3,19,Проводник,risk_taker,1,1.25,5,7
3,27,Хранитель Пути,greedy,0,2.87,8,7
3,38,Наблюдатель,engine_builder,1,2.45,8,7
3,33,Летописец,engine_builder,1,3.68,9,7
3,21,Проводник,engine_builder,1,1.7,4,7
3,30,Проводник,greedy,0,2.05,7,7
3,24,Проводник,risk_taker,1,0.94,5,7
3,39,Друид,engine_builder,0,0.47,7,7
3,42,Хранитель Пути,greedy,1,2.16,6,7
3,30,Наблюдатель,risk_taker,1,1.41,7,7
3,21,Проводник,engine_builder,1,1.7,4,7
3,18,Кладоискатель,risk_taker,0,0.82,3,7
3,21,Друид,risk_taker,0,1.25,5,7
3,32,Хранитель Пути,risk_taker,0,0.47,5,7
3,24,Наблюдатель,greedy,0,1.7,6,7
3,22,Хранитель Пути,greedy,0,0.0,1,7
3,23,Наблюдатель,greedy,0,2.16,5,7
3,27,Проводник,risk_taker,1,4.19,10,7
3,25,Проводник,engine_builder,1,4.5,11,7
3,22,Кладоискатель,risk_taker,0,2.94,8,7
3,28,Друид,engine_builder,1,2.05,7,7
3,33,Хранитель Пути,random,1,0.47,4,7
3,30,Проводник,random,0,0.94,6,7
3,21,Проводник,random,0,2.05,7,7
3,19,Кладоискатель,greedy,0,1.7,5,7
3,27,Хранитель Пути,engine_builder,1,2.94,8,7
3,27,Хранитель Пути,risk_taker,0,0.47,2,7
3,37,Наблюдатель,engine_builder,1,3.3,7,7
3,21,Проводник,risk_taker,1,3.74,11,7
3,20,Проводник,engine_builder,1,2.45,9,7
3,23,Проводник,engine_builder,1,1.25,3,7
3,26,Друид,engine_builder,1,1.7,4,7
3,33,Наблюдатель,engine_builder,1,2.05,5,7
3,22,Хранитель Пути,engine_builder,1,1.89,5,7
3,34,Наблюдатель,risk_taker,1,1.7,7,7
3,21,Летописец,engine_builder,1,2.05,6,7
3,23,Кладоискатель,risk_taker,0,1.25,3,7
3,26,Кладоискатель,engine_builder,1,2.16,5,7
3,48,Наблюдатель,risk_taker,0,4.78,11,7
3,23,Хранитель Пути,engine_builder,1,1.25,4,7
3,22,Наблюдатель,risk_taker,1,1.41,3,7
3,19,Проводник,engine_builder,1,1.63,6,7
3,29,Проводник,greedy,1,4.78,11,7
3,31,Кладоискатель,engine_builder,1,1.7,4,7
3,29,Хранитель Пути,engine_builder,0,4.5,10,7
3,24,Наблюдатель,greedy,0,1.25,5,7
3,24,Проводник,engine_builder,0,2.94,8,7
3,19,Проводник,greedy,1,1.25,3,7
3,29,Проводник,random,1,2.16,9,7
3,21,Кладоискатель,greedy,1,2.05,5,7
3,22,Хранитель Пути,risk_taker,1,2.36,6,7
3,26,Наблюдатель,engine_builder,0,1.89,6,7
3,20,Проводник,risk_taker,0,3.09,9,7
3,20,Проводник,engine_builder,0,2.62,8,7
3,22,Проводник,risk_taker,0,3.74,9,7
3,20,Друид,engine_builder,0,2.05,7,7
3,41,Хранитель Пути,greedy,0,2.05,5,7
3,28,Наблюдатель,greedy,0,0.82,4,7
3,19,Проводник,engine_builder,0,2.16,6,7
3,27,Кладоискатель,engine_builder,1,1.7,5,7
3,23,Кладоискатель,greedy,0,2.16,6,7
3,28,Друид,random,0,1.7,8,7
3,26,Наблюдатель,greedy,0,0.94,4,7
3,23,Наблюдатель,greedy,1,2.05,6,7
3,29,Наблюдатель,risk_taker,0,3.56,9,7
3,24,Кладоискатель,engine_builder,1,1.7,4,7
3,24,Проводник,engine_builder,1,5.25,12,7
3,41,Кладоискатель,engine_builder,1,2.62,10,7
3,28,Наблюдатель,greedy,0,0.94,5,7
3,25,Наблюдатель,random,0,2.16,6,7
3,28,Проводник,random,0,2.62,8,7
3,17,Летописец,random,1,1.7,4,7
3,31,Кладоискатель,greedy,0,0.47,6,7
3,47,Хранитель Пути,engine_builder,1,3.86,9,7
3,24,Друид,risk_taker,1,1.63,5,7
3,30,Хранитель Пути,greedy,1,1.25,5,7
3,19,Проводник,engine_builder,1,1.63,4,7
3,19,Кладоискатель,risk_taker,0,2.05,5,7
3,27,Проводник,risk_taker,1,0.82,7,7
3,28,Кладоискатель,greedy,0,0.47,4,7
3,26,Друид,engine_builder,0,1.25,3,7
3,22,Хранитель Пути,greedy,0,0.82,4,7
3,21,Наблюдатель,risk_taker,0,0.94,4,7
3,22,Проводник,random,1,2.16,7,7
3,23,Проводник,risk_taker,1,2.05,5,7
3,18,Хранитель Пути,random,0,1.25,3,7
3,30,Наблюдатель,greedy,0,1.7,6,7
3,27,Летописец,engine_builder,0,0.47,3,7
3,24,Проводник,engine_builder,1,3.27,9,7
3,32,Проводник,risk_taker,0,3.74,9,7
3,34,Проводник,random,1,3.4,9,7
3,20,Хранитель Пути,greedy,0,2.05,5,7
3,27,Наблюдатель,greedy,0,2.83,7,7
3,35,Летописец,random,0,1.41,6,7
3,23,Проводник,engine_builder,1,2.62,9,7
3,25,Летописец,greedy,0,2.62,6,7
3,20,Проводник,engine_builder,0,2.49,7,7
3,35,Кладоискатель,random,1,0.82,5,7
3,22,Хранитель Пути,random,0,0.47,3,7
3,23,Летописец,engine_builder,0,1.7,4,7
3,25,Наблюдатель,engine_builder,0,2.62,7,7
3,17,Летописец,risk_taker,1,0.47,3,7
3,19,Проводник,greedy,0,2.83,7,7
3,36,Кладоискатель,engine_builder,1,2.83,6,7
3,33,Наблюдатель,engine_builder,1,3.09,7,7
3,23,Наблюдатель,greedy,0,1.41,6,7
3,24,Наблюдатель,engine_builder,1,2.49,6,7
3,26,Кладоискатель,engine_builder,1,1.7,6,7
3,27,Друид,engine_builder,1,1.25,6,7
3,25,Друид,engine_builder,0,2.16,6,7
3,31,Наблюдатель,engine_builder,0,0.47,4,7
3,28,Хранитель Пути,engine_builder,1,2.36,6,7
3,22,Проводник,risk_taker,1,1.7,7,7
3,20,Проводник,engine_builder,0,4.03,10,7
3,19,Проводник,greedy,1,1.25,4,7
3,28,Кладоискатель,engine_builder,1,1.7,4,7
3,38,Хранитель Пути,greedy,0,1.63,6,7
3,31,Летописец,engine_builder,0,2.87,7,7
3,30,Наблюдатель,risk_taker,1,1.89,8,7
3,24,Кладоискатель,risk_taker,0,0.47,3,7
3,17,Проводник,engine_builder,1,0.47,3,7
3,33,Хранитель Пути,greedy,0,2.62,6,7
3,32,Наблюдатель,engine_builder,1,3.56,9,7
3,30,Летописец,risk_taker,0,1.7,5,7
3,22,Проводник,engine_builder,1,4.32,13,7
3,28,Проводник,random,1,1.89,6,7
3,22,Проводник,risk_taker,0,2.62,7,7
3,40,Кладоискатель,random,1,3.3,7,7
3,39,Друид,risk_taker,0,1.89,5,7
3,20,Наблюдатель,engine_builder,0,0.0,3,7
3,24,Проводник,greedy,0,2.83,8,7
3,34,Проводник,greedy,0,4.03,9,7
3,29,Проводник,greedy,1,0.82,4,7
3,28,Кладоискатель,greedy,1,1.41,6,7
3,20,Друид,engine_builder,1,1.7,4,7
3,21,Летописец,engine_builder,0,2.36,6,7
3,33,Проводник,greedy,0,4.9,12,7
3,18,Проводник,engine_builder,0,1.7,6,7
3,16,Кладоискатель,engine_builder,1,1.7,4,7
3,27,Кладоискатель,engine_builder,1,2.36,6,7
3,32,Хранитель Пути,engine_builder,1,3.74,9,7
3,28,Хранитель Пути,engine_builder,1,1.63,7,7
3,26,Летописец,engine_builder,1,2.05,9,7
3,22,Летописец,risk_taker,0,0.82,3,7
3,26,Проводник,engine_builder,1,4.5,11,7
3,27,Хранитель Пути,engine_builder,0,0.82,3,7
3,29,Хранитель Пути,engine_builder,1,4.64,11,7
3,37,Хранитель Пути,random,1,2.05,8,7
3,21,Проводник,greedy,1,2.05,7,7
3,34,Летописец,risk_taker,1,1.25,8,7
3,27,Проводник,greedy,1,2.49,9,7
3,26,Друид,random,0,3.86,9,7
3,43,Хранитель Пути,risk_taker,0,3.09,8,7
3,30,Летописец,risk_taker,0,1.63,5,7
3,19,Наблюдатель,engine_builder,1,1.25,3,7
3,20,Летописец,random,0,1.25,5,7
3,37,Проводник,risk_taker,1,2.62,6,7
3,28,Друид,engine_builder,0,3.77,10,7
3,28,Хранитель Пути,random,0,1.7,5,7
3,32,Наблюдатель,random,1,1.89,7,7
3,24,Проводник,greedy,0,0.47,6,7
3,23,Летописец,engine_builder,1,2.62,6,7
3,20,Кладоискатель,risk_taker,0,2.62,6,7
3,22,Кладоискатель,engine_builder,1,0.82,4,7
3,31,Хранитель Пути,greedy,0,0.47,5,7
3,24,Летописец,random,0,0.82,3,7
3,27,Проводник,greedy,0,1.41,4,7
3,29,Проводник,greedy,0,2.16,7,7
3,30,Друид,risk_taker,1,1.41,7,7
3,31,Хранитель Пути,engine_builder,1,2.49,6,7
3,23,Хранитель Пути,engine_builder,0,1.25,5,7
3,27,Наблюдатель,engine_builder,0,0.82,4,7
3,22,Проводник,engine_builder,0,2.94,7,7
3,28,Летописец,engine_builder,0,2.62,7,7
3,33,Друид,risk_taker,0,1.63,5,7
3,30,Друид,engine_builder,0,1.41,6,7
3,34,Хранитель Пути,risk_taker,1,1.25,7,7
3,23,Хранитель Пути,engine_builder,1,2.16,5,7
3,29,Летописец,engine_builder,0,1.63,5,7
3,27,Проводник,engine_builder,1,1.41,3,7
3,19,Проводник,engine_builder,0,4.32,12,7
3,20,Кладоискатель,risk_taker,0,2.16,6,7
3,32,Хранитель Пути,greedy,0,2.16,5,7
3,28,Наблюдатель,risk_taker,0,2.87,8,7
3,19,Летописец,engine_builder,1,0.94,5,7
3,27,Кладоискатель,risk_taker,0,0.82,4,7
3,20,Кладоискатель,engine_builder,0,1.7,6,7
3,19,Хранитель Пути,random,0,0.82,2,7
3,27,Наблюдатель,random,1,2.94,7,7
3,44,Наблюдатель,greedy,0,2.49,6,7
3,19,Наблюдатель,engine_builder,1,0.47,1,7
3,26,Проводник,greedy,0,2.05,5,7
3,25,Кладоискатель,engine_builder,0,3.09,7,7
3,33,Хранитель Пути,engine_builder,0,3.56,8,7
3,36,Наблюдатель,risk_taker,0,2.49,6,7
3,27,Летописец,engine_builder,1,0.94,5,7
3,20,Наблюдатель,random,0,1.7,5,7
3,20,Проводник,engine_builder,1,3.09,7,7
3,27,Проводник,greedy,0,2.49,6,7
3,23,Друид,engine_builder,0,3.56,8,7
3,25,Хранитель Пути,greedy,0,0.94,5,7
3,27,Наблюдатель,engine_builder,1,0.94,5,7
3,27,Проводник,risk_taker,0,1.41,6,7
3,23,Проводник,risk_taker,1,0.94,3,7
3,20,Проводник,engine_builder,1,2.87,7,7
3,28,Друид,engine_builder,1,4.78,12,7
3,25,Хранитель Пути,risk_taker,0,0.82,3,7
3,31,Наблюдатель,greedy,0,3.3,8,7
3,24,Наблюдатель,engine_builder,0,0.82,5,7
3,24,Проводник,engine_builder,1,2.49,6,7
3,30,Проводник,random,1,2.36,6,7
3,26,Друид,engine_builder,1,2.49,7,7
3,23,Друид,engine_builder,1,2.36,6,7
3,32,Наблюдатель,engine_builder,1,5.25,12,7
3,22,Наблюдатель,greedy,0,2.16,6,7
3,24,Проводник,engine_builder,0,1.63,7,7
3,23,Проводник,risk_taker,1,2.49,6,7
3,27,Друид,engine_builder,0,3.4,9,7
3,31,Друид,random,1,0.0,6,7
3,32,Хранитель Пути,greedy,1,1.41,6,7
3,18,Проводник,risk_taker,0,3.3,8,7
3,24,Кладоискатель,greedy,0,1.25,4,7
3,31,Друид,risk_taker,0,0.47,7,7
3,24,Друид,engine_builder,1,2.36,6,7
3,32,Хранитель Пути,engine_builder,1,2.16,7,7
3,26,Хранитель Пути,engine_builder,0,2.16,8,7
3,28,Наблюдатель,engine_builder,1,0.94,5,7
3,21,Проводник,greedy,1,0.47,4,7
3,24,Проводник,random,1,2.05,7,7
3,28,Кладоискатель,risk_taker,1,1.25,5,7
3,23,Хранитель Пути,risk_taker,1,3.77,8,7
3,22,Наблюдатель,risk_taker,0,1.63,6,7
3,20,Летописец,engine_builder,1,2.94,7,7
3,22,Проводник,risk_taker,1,1.41,8,7
3,22,Проводник,engine_builder,1,0.47,2,7
